Callsign,CQZ,ValidFrom,ValidTo
W9RJV/VE8,2,1955-01-01T00:00:00+00:00,1956-12-31T23:59:59+00:00
VE8PF,2,1954-12-01T00:00:00+00:00,1955-12-31T23:59:59+00:00
W0CFJ/VE8,2,1955-01-01T00:00:00+00:00,1955-12-31T23:59:59+00:00
VE8RT,2,1955-01-01T00:00:00+00:00,1956-12-31T23:59:59+00:00
VE8SP,2,1955-10-01T00:00:00+00:00,1956-12-31T23:59:59+00:00
VE8PX,2,1955-01-01T00:00:00+00:00,1956-12-31T23:59:59+00:00
W5KIQ/VE8,2,1955-01-01T00:00:00+00:00,1956-12-31T23:59:59+00:00
K2IIO/VE8,2,1954-01-01T00:00:00+00:00,1956-12-31T23:59:59+00:00
VE8SA,2,1955-01-01T00:00:00+00:00,1959-12-31T23:59:59+00:00
W1DNF/VE8,2,1955-01-01T00:00:00+00:00,1955-12-31T23:59:59+00:00
W1KGH/VE8,2,1955-01-01T00:00:00+00:00,1955-12-31T23:59:59+00:00
VE2AGW/VE8,2,1959-01-01T00:00:00+00:00,1959-07-31T23:59:59+00:00
VE8TH,2,1959-08-01T00:00:00+00:00,1959-12-31T23:59:59+00:00
VE8MJ,2,,1950-12-31T23:59:59+00:00
K2BPP/VE8,2,1979-04-06T00:00:00+00:00,1979-04-14T23:59:59+00:00
K4CDZ/VE8,2,1960-04-02T00:00:00+00:00,1961-01-02T23:59:59+00:00
K5ZSV/VE8,2,1979-01-01T00:00:00+00:00,1979-12-31T23:59:59+00:00
VE8TQ,2,1959-10-01T00:00:00+00:00,1961-01-31T23:59:59+00:00
VE8MF,2,,1947-12-31T23:59:59+00:00
VE8OL,2,1947-01-01T00:00:00+00:00,1948-12-31T23:59:59+00:00
VE8YH,2,1973-01-01T00:00:00+00:00,1984-10-12T23:59:59+00:00
VE8NW,2,1946-01-01T00:00:00+00:00,1947-12-31T23:59:59+00:00
VE8PH,2,1960-01-01T00:00:00+00:00,1961-12-31T23:59:59+00:00
VE8PH,2,1985-05-06T00:00:00+00:00,1985-05-12T23:59:59+00:00
K2IVJ/VE8,2,1958-01-01T00:00:00+00:00,1958-12-31T23:59:59+00:00
K8JTI/VE8,2,1958-01-01T00:00:00+00:00,1958-12-31T23:59:59+00:00
GM4DMA/VE8,2,1986-03-05T00:00:00+00:00,1986-04-23T23:59:59+00:00
GM4DMA/VE8,2,1988-03-05T00:00:00+00:00,1988-04-23T23:59:59+00:00
GM4DMA/VE8,2,1989-03-05T00:00:00+00:00,1989-04-23T23:59:59+00:00
GM1ILL/VE8,2,1989-03-05T00:00:00+00:00,1989-04-23T23:59:59+00:00
G4DMA/VE8,2,1986-03-05T00:00:00+00:00,1986-04-23T23:59:59+00:00
GM4DMA/VE8,2,1982-02-20T00:00:00+00:00,1982-05-31T23:59:59+00:00
VE8PW/P,2,1993-07-23T00:00:00+00:00,1993-07-25T23:59:59+00:00
VE8NE,2,,1948-12-31T23:59:59+00:00
VE8ME,2,,1968-03-31T23:59:59+00:00
VE8PI,2,1969-02-01T00:00:00+00:00,1972-08-31T23:59:59+00:00
VE8NB,2,1948-01-01T00:00:00+00:00,1948-12-31T23:59:59+00:00
VE8GC/8,2,1959-01-01T00:00:00+00:00,1960-12-31T23:59:59+00:00
VE2IDX,2,2018-09-28T00:00:00+00:00,2018-09-30T23:59:59+00:00
VE8PH,2,1948-01-01T00:00:00+00:00,1948-12-31T23:59:59+00:00
VE8BA,2,1975-01-01T00:00:00+00:00,1975-06-30T23:59:59+00:00
VE8BA,2,1979-06-26T00:00:00+00:00,1979-12-08T23:59:59+00:00
K8KZM/VE8,2,1958-01-01T00:00:00+00:00,1959-12-31T23:59:59+00:00
K4IBP/VE8,2,1961-01-01T00:00:00+00:00,1961-12-31T23:59:59+00:00
K5HNG/VE8,2,1956-01-01T00:00:00+00:00,1956-12-31T23:59:59+00:00
K4QVZ/VE8,2,1958-01-01T00:00:00+00:00,1958-12-31T23:59:59+00:00
K9JNS/VE8,2,1958-01-01T00:00:00+00:00,1958-12-31T23:59:59+00:00
KL7CMI/VE8,2,1960-01-01T00:00:00+00:00,1961-12-31T23:59:59+00:00
VE8MP,2,,1950-12-31T23:59:59+00:00
VE8NH,2,1957-12-23T00:00:00+00:00,1959-12-31T23:59:59+00:00
VE8NO,2,1964-01-01T00:00:00+00:00,1966-12-31T23:59:59+00:00
VE8NU,2,,1949-12-31T23:59:59+00:00
VE8NX,2,1957-01-01T00:00:00+00:00,1957-12-31T23:59:59+00:00
VE8OD,2,1947-01-01T00:00:00+00:00,1947-12-31T23:59:59+00:00
VE2IDX,2,2018-10-26T00:00:00+00:00,2018-10-28T23:59:59+00:00
VE2IDX,2,2007-10-24T00:00:00+00:00,2007-10-26T23:59:59+00:00
VE8NT,2,1965-01-01T00:00:00+00:00,1965-12-31T23:59:59+00:00
VE8CDX,2,1987-11-11T00:00:00+00:00,1987-12-11T23:59:59+00:00
VE8YQ,2,1979-01-01T00:00:00+00:00,1992-12-31T23:59:59+00:00
VE8MH,2,,1949-12-31T23:59:59+00:00
VE8MH,2,1960-03-18T00:00:00+00:00,1960-03-30T23:59:59+00:00
VE8MM,2,,1949-12-31T23:59:59+00:00
VE8MR,2,,1949-12-31T23:59:59+00:00
VE8OM,2,1957-03-26T00:00:00+00:00,1957-03-26T23:59:59+00:00
VE8OX,2,1956-01-01T00:00:00+00:00,1956-12-31T23:59:59+00:00
VE8PC,2,1948-07-01T00:00:00+00:00,1948-09-30T23:59:59+00:00
VE8OT,2,1957-01-01T00:00:00+00:00,1958-12-31T23:59:59+00:00
VE8OX,2,1948-12-16T00:00:00+00:00,1950-12-31T23:59:59+00:00
VE8RL,2,1955-01-01T00:00:00+00:00,1957-12-31T23:59:59+00:00
VE8SB,2,1982-05-01T00:00:00+00:00,1988-11-30T23:59:59+00:00
VE8SB,2,1951-07-01T00:00:00+00:00,1952-06-30T23:59:59+00:00
VE8SI,2,1964-01-01T00:00:00+00:00,
VE8WN,2,1954-01-01T00:00:00+00:00,1957-12-31T23:59:59+00:00
VE8TG,2,1958-01-01T00:00:00+00:00,1960-12-31T23:59:59+00:00
VE8YG,2,1961-01-01T00:00:00+00:00,1962-12-31T23:59:59+00:00
VE8TV,2,1954-01-01T00:00:00+00:00,1954-12-31T23:59:59+00:00
W6QHH/VE8,2,1957-07-01T00:00:00+00:00,1958-06-30T23:59:59+00:00
WA2CNS/VE8,2,1960-01-01T00:00:00+00:00,1960-12-31T23:59:59+00:00
VE8BR,2,1969-01-01T00:00:00+00:00,1969-12-31T23:59:59+00:00
VE8BR,2,1972-01-01T00:00:00+00:00,1972-12-31T23:59:59+00:00
VE8MTC,2,1978-01-01T00:00:00+00:00,1979-12-31T23:59:59+00:00
VE2EKA,2,2018-11-22T00:00:00+00:00,2018-11-26T23:59:59+00:00
VE8KY,2,1958-01-01T00:00:00+00:00,1958-12-31T23:59:59+00:00
VE2TWO,2,2019-06-28T00:00:00+00:00,2019-07-08T23:59:59+00:00
VA3ELE/2,2,2019-06-28T00:00:00+00:00,2019-07-08T23:59:59+00:00
VA2RC,2,2015-03-01T00:00:00+00:00,2019-06-05T23:59:59+00:00
VE2PR/8,2,1997-05-21T00:00:00+00:00,1997-06-14T23:59:59+00:00
VE2GT/150,2,2019-09-01T00:00:00+00:00,2019-09-01T23:59:59+00:00
CI8JH,2,1988-04-12T00:00:00+00:00,1988-04-26T23:59:59+00:00
VY2NA/VE2,2,2019-10-30T00:00:00+00:00,2019-11-04T23:59:59+00:00
VE2IDX,2,2019-10-25T00:00:00+00:00,2019-10-28T23:59:59+00:00
VY2NA/VE2,2,2019-12-04T00:00:00+00:00,2019-12-12T23:59:59+00:00
VE2/UT3UA,2,2019-11-20T00:00:00+00:00,2019-11-25T23:59:59+00:00
VE2/UT3UA,2,2019-01-23T00:00:00+00:00,2019-01-29T23:59:59+00:00
K0GSC/VE8,2,1956-09-01T00:00:00+00:00,1956-11-30T23:59:59+00:00
K2ISM/VE8,2,1954-01-01T00:00:00+00:00,1954-12-31T23:59:59+00:00
VE2IDX,2,2020-10-20T00:00:00+00:00,2020-10-25T23:59:59+00:00
VE2IDX,2,2020-11-28T00:00:00+00:00,2020-11-29T23:59:59+00:00
VE8VC,2,1989-07-01T00:00:00+00:00,1989-07-20T23:59:59+00:00
CF2RC,2,2017-01-01T00:00:00+00:00,2017-12-26T23:59:59+00:00
VA2RC,2,2021-06-24T00:00:00+00:00,2021-06-24T14:59:59+00:00
VA2VT,2,2021-11-25T00:00:00+00:00,2021-11-29T23:59:59+00:00
VE8MT,2,,1951-12-31T23:59:59+00:00
VA2RC,2,2022-11-22T00:00:00+00:00,2022-11-27T23:59:59+00:00
VA2VT,2,2022-11-25T00:00:00+00:00,2022-11-29T23:59:59+00:00
VE2TKH,2,2010-10-30T00:00:00+00:00,
VA2RC,2,2022-12-10T00:00:00+00:00,2023-04-15T23:59:59+00:00
VB2M,2,2023-07-22T00:00:00+00:00,2023-07-30T23:59:59+00:00
VE2BFR,2,2022-11-11T00:00:00+00:00,2023-04-15T23:59:59+00:00
VE2IDX,2,2023-10-27T00:00:00+00:00,2023-10-29T23:59:59+00:00
VE2DXY,2,2023-10-28T00:00:00+00:00,2023-10-29T23:59:59+00:00
VA3ELE/P,2,2018-07-01T00:00:00+00:00,2018-07-01T23:59:59+00:00
VE2III,2,,2011-09-30T23:59:59+00:00
VA2WMA,2,2022-10-08T00:00:00+00:00,
VE2NN,2,1981-02-01T00:00:00+00:00,
WJ2O/VE2,2,1994-10-29T00:00:00+00:00,1994-10-31T23:59:59+00:00
VE2DXY,2,2024-10-25T00:00:00+00:00,2024-10-27T23:59:59+00:00
CF2I,2,2024-11-20T00:00:00+00:00,2024-11-25T23:59:59+00:00
XM2ZP,2,1990-10-26T00:00:00+00:00,1990-10-29T23:59:59+00:00
AA6TT,3,1991-01-01T00:00:00+00:00,1991-10-31T23:59:59+00:00
AA6TT,3,2004-01-01T00:00:00+00:00,
KH7YD,3,1999-11-20T00:00:00+00:00,
AL7KV,3,2001-09-13T00:00:00+00:00,
CI0MDI,3,1989-10-14T00:00:00+00:00,
AJ6O,3,,2000-01-01T23:59:59+00:00
N6BV,3,1999-01-01T00:00:00+00:00,
N6BV,3,1973-01-01T00:00:00+00:00,1987-12-31T23:59:59+00:00
AL7D,3,2001-10-01T00:00:00+00:00,2002-04-30T23:59:59+00:00
AL7D,3,2002-10-01T00:00:00+00:00,2003-04-30T23:59:59+00:00
AL7D,3,2003-10-01T00:00:00+00:00,2004-04-30T23:59:59+00:00
AL7D,3,2000-10-01T00:00:00+00:00,2001-04-30T23:59:59+00:00
AL7D,3,2004-10-01T00:00:00+00:00,2005-04-30T23:59:59+00:00
AL7D,3,2006-10-01T00:00:00+00:00,2007-04-30T23:59:59+00:00
AL7D,3,2007-10-01T00:00:00+00:00,2008-04-30T23:59:59+00:00
AL7D,3,2008-10-01T00:00:00+00:00,2009-04-30T23:59:59+00:00
AL7D,3,2009-10-01T00:00:00+00:00,2010-04-30T23:59:59+00:00
W6LFB,3,,1993-01-01T23:59:59+00:00
KC9ORD,3,2007-09-01T00:00:00+00:00,
K7MOA,3,1961-05-13T00:00:00+00:00,1972-05-10T23:59:59+00:00
K7MOA,3,1978-01-01T00:00:00+00:00,1981-07-31T23:59:59+00:00
K7MOA,3,2005-02-22T00:00:00+00:00,2010-02-02T23:59:59+00:00
KR2E,3,,
N3UHQ,3,2013-01-14T00:00:00+00:00,
KH2XP,3,2013-01-17T00:00:00+00:00,
KP4X,3,2009-11-01T00:00:00+00:00,2013-04-20T23:59:59+00:00
K7XS,3,1993-10-06T00:00:00+00:00,2006-10-20T23:59:59+00:00
K9JWV,3,1994-11-17T00:00:00+00:00,1998-02-23T23:59:59+00:00
AH3C,3,1990-12-20T00:00:00+00:00,1998-05-02T23:59:59+00:00
AH3C,3,1992-05-10T00:00:00+00:00,1998-01-14T23:59:59+00:00
KL7HFI,3,2013-09-25T00:00:00+00:00,2014-03-31T23:59:59+00:00
KL7HFI,3,2012-10-01T00:00:00+00:00,2013-03-31T23:59:59+00:00
KL0YE,3,2007-07-07T00:00:00+00:00,2014-02-16T23:59:59+00:00
KH7S,3,2013-06-08T00:00:00+00:00,2013-09-05T23:59:59+00:00
WH7PM,3,2014-02-20T00:00:00+00:00,2014-02-25T23:59:59+00:00
KH4AB,3,1992-10-13T00:00:00+00:00,2004-10-14T23:59:59+00:00
KH6FB,3,2008-03-10T00:00:00+00:00,2008-03-14T23:59:59+00:00
KH6FB,3,2014-04-24T00:00:00+00:00,2014-05-04T23:59:59+00:00
WL7Z,3,2014-07-07T00:00:00+00:00,
AH2AD,3,1988-09-11T00:00:00+00:00,1992-12-22T23:59:59+00:00
AH6U,3,1988-11-08T00:00:00+00:00,1998-11-08T23:59:59+00:00
KL7CQ,3,1992-12-22T00:00:00+00:00,2000-11-28T23:59:59+00:00
KL0BX,3,1995-02-17T00:00:00+00:00,2001-01-05T23:59:59+00:00
NH6ZB,3,1994-09-27T00:00:00+00:00,1998-01-31T23:59:59+00:00
NH6CN,3,1990-07-21T00:00:00+00:00,1991-03-31T23:59:59+00:00
N9J,3,2004-03-13T00:00:00+00:00,2004-03-27T23:59:59+00:00
NP4AI,3,1992-02-25T00:00:00+00:00,2002-01-07T23:59:59+00:00
NP4AI/M,3,1992-02-25T00:00:00+00:00,2002-01-07T23:59:59+00:00
NH6U,3,2005-09-20T00:00:00+00:00,
WL7CES,3,1999-07-20T00:00:00+00:00,2004-01-27T23:59:59+00:00
KH6NM,3,1990-01-01T00:00:00+00:00,2006-04-10T23:59:59+00:00
AL1VE,3,1999-11-20T00:00:00+00:00,1999-11-21T23:59:59+00:00
KH6MB,3,1991-01-01T00:00:00+00:00,1996-06-17T23:59:59+00:00
WH6BPL,3,1992-02-24T00:00:00+00:00,1994-07-06T23:59:59+00:00
AH6GA,3,2002-11-03T00:00:00+00:00,2009-07-27T23:59:59+00:00
KL7MH,3,1992-04-21T00:00:00+00:00,1998-03-31T23:59:59+00:00
KP4SU,3,2008-05-22T00:00:00+00:00,2011-08-09T23:59:59+00:00
VX0MDI,3,1988-02-13T00:00:00+00:00,1988-02-29T23:59:59+00:00
KL2A,3,1998-12-12T00:00:00+00:00,1998-12-13T23:59:59+00:00
KL2A,3,1999-02-20T00:00:00+00:00,1999-02-21T23:59:59+00:00
KL2A,3,2002-09-08T00:00:00+00:00,2013-07-04T23:59:59+00:00
AL3D,3,2011-11-01T00:00:00+00:00,2014-11-27T23:59:59+00:00
KL7IPV,3,1998-07-09T00:00:00+00:00,2013-11-02T23:59:59+00:00
AL1VE/R,3,1998-09-12T00:00:00+00:00,1998-09-14T23:59:59+00:00
AL1VE/R,3,2000-09-09T00:00:00+00:00,2000-09-11T23:59:59+00:00
WL7HC,3,2001-05-09T00:00:00+00:00,2008-01-28T09:59:59+00:00
K2GT,3,,2011-11-16T23:59:59+00:00
W0YNY,3,2006-03-31T00:00:00+00:00,2012-02-01T23:59:59+00:00
KL7PN,3,1995-04-12T00:00:00+00:00,2004-06-13T23:59:59+00:00
WA7TFE,3,,2009-10-22T23:59:59+00:00
KL7K,3,1990-11-13T00:00:00+00:00,2011-07-15T23:59:59+00:00
KD7LMP,3,,2015-01-16T23:59:59+00:00
KC7IFU,3,1995-01-12T00:00:00+00:00,2002-10-18T23:59:59+00:00
KC7IFU,3,2004-12-05T00:00:00+00:00,2005-08-19T23:59:59+00:00
WB7UIJ,3,,2004-11-16T23:59:59+00:00
NL7RC,3,2005-03-03T00:00:00+00:00,2006-09-24T23:59:59+00:00
AH6I,3,2009-11-13T00:00:00+00:00,2010-06-20T23:59:59+00:00
KE6IPM,3,,2004-05-15T23:59:59+00:00
WL7D,3,1995-12-11T00:00:00+00:00,2015-01-01T23:59:59+00:00
KG7GJL,3,2013-10-31T00:00:00+00:00,2015-01-05T23:59:59+00:00
WH7WT,3,2009-11-13T00:00:00+00:00,2010-06-20T23:59:59+00:00
KK6PGV,3,2014-07-10T00:00:00+00:00,2014-12-17T23:59:59+00:00
KE7DFO,3,,2011-09-09T23:59:59+00:00
KB7IBI,3,2005-07-15T00:00:00+00:00,2015-01-01T23:59:59+00:00
KB7KSQ,3,,1999-04-14T23:59:59+00:00
W2IJ,3,1989-07-01T00:00:00+00:00,2014-12-31T23:59:59+00:00
KB7LON,3,1993-10-26T00:00:00+00:00,1999-03-15T23:59:59+00:00
KL7LK,3,2009-07-13T00:00:00+00:00,2012-03-25T23:59:59+00:00
WH6DYA,3,2013-12-31T00:00:00+00:00,2015-01-23T23:59:59+00:00
KC7KOP,3,1995-04-28T00:00:00+00:00,2005-03-28T23:59:59+00:00
NL7HB,3,1994-07-13T00:00:00+00:00,2015-02-02T23:59:59+00:00
AL7HU,3,1994-07-13T00:00:00+00:00,2015-02-02T23:59:59+00:00
K7KK,3,,2009-03-19T23:59:59+00:00
KK6Z,3,,1995-01-29T23:59:59+00:00
KF6BOV,3,1996-02-23T00:00:00+00:00,2015-02-04T23:59:59+00:00
AH0CX,3,2014-11-22T00:00:00+00:00,2015-02-05T23:59:59+00:00
KH8AZ,3,1994-10-18T00:00:00+00:00,2005-04-23T23:59:59+00:00
KG6AWU,3,2000-04-04T00:00:00+00:00,2004-12-31T23:59:59+00:00
KD7IRV,3,2000-04-18T00:00:00+00:00,2015-02-09T23:59:59+00:00
KB7OVT,3,1995-01-12T00:00:00+00:00,2015-02-09T23:59:59+00:00
KC7KAT,3,1995-08-21T00:00:00+00:00,2015-02-08T23:59:59+00:00
KH6HBZ,3,1987-01-01T00:00:00+00:00,1995-11-03T23:59:59+00:00
NL7OI,3,1991-04-09T00:00:00+00:00,1999-11-14T23:59:59+00:00
KH2TB,3,2013-04-18T00:00:00+00:00,2015-02-05T23:59:59+00:00
N9ZP,3,2008-06-03T00:00:00+00:00,2008-06-05T23:59:59+00:00
WM4D,3,1995-03-21T00:00:00+00:00,1999-11-23T23:59:59+00:00
NH6CI,3,2007-10-25T00:00:00+00:00,2011-05-19T23:59:59+00:00
NH6CI,3,1990-06-05T00:00:00+00:00,1991-10-04T23:59:59+00:00
NH6CI,3,1992-03-30T00:00:00+00:00,1999-05-17T23:59:59+00:00
NH6CF,3,2000-04-07T00:00:00+00:00,2015-03-04T23:59:59+00:00
KA7TDH,3,1989-07-11T00:00:00+00:00,2006-05-09T23:59:59+00:00
KD7SKX,3,2002-08-19T00:00:00+00:00,2006-07-31T23:59:59+00:00
KC7GSO,3,1994-11-17T00:00:00+00:00,2015-03-11T23:59:59+00:00
KF7LRS,3,2010-08-24T00:00:00+00:00,2015-03-11T23:59:59+00:00
KF7OJR,3,2011-03-10T00:00:00+00:00,2015-03-11T23:59:59+00:00
KP2HC,3,2006-10-30T00:00:00+00:00,2007-11-14T23:59:59+00:00
KP2HC,3,2008-04-24T00:00:00+00:00,2008-06-24T23:59:59+00:00
KP2HC,3,2007-11-24T00:00:00+00:00,2008-04-15T23:59:59+00:00
KP2YL,3,2006-10-30T00:00:00+00:00,2007-11-14T23:59:59+00:00
KP2YL,3,2007-11-24T00:00:00+00:00,2008-04-15T23:59:59+00:00
KP2YL,3,2008-04-24T00:00:00+00:00,2008-06-24T23:59:59+00:00
K9RX,3,2005-03-28T00:00:00+00:00,2013-05-15T15:59:59+00:00
KH6IP,3,2006-07-07T00:00:00+00:00,2015-03-17T23:59:59+00:00
WL7DP,3,2001-06-22T00:00:00+00:00,2006-04-02T23:59:59+00:00
KL7KNP,3,2015-03-10T00:00:00+00:00,2015-04-03T23:59:59+00:00
KH6ND,3,1994-09-10T00:00:00+00:00,1995-06-25T23:59:59+00:00
NH0Y,3,2008-06-12T00:00:00+00:00,2008-07-01T23:59:59+00:00
KL1U,3,2013-07-26T00:00:00+00:00,2014-11-21T23:59:59+00:00
KH6L,3,1983-01-01T00:00:00+00:00,1996-09-25T23:59:59+00:00
KH6L,3,2014-01-29T00:00:00+00:00,2014-04-11T23:59:59+00:00
WH6YT,3,1998-11-03T00:00:00+00:00,2002-03-07T23:59:59+00:00
KP4DX,3,1987-10-27T00:00:00+00:00,2015-05-19T23:59:59+00:00
AL7KL,3,1993-07-27T00:00:00+00:00,1996-06-19T23:59:59+00:00
AL1V,3,2014-07-02T00:00:00+00:00,2014-08-29T23:59:59+00:00
KL2NN,3,2009-01-27T00:00:00+00:00,2015-06-05T23:59:59+00:00
NL7NJ,3,1995-10-11T00:00:00+00:00,2001-05-15T23:59:59+00:00
KL7IDY,3,1981-02-27T00:00:00+00:00,2005-09-07T23:59:59+00:00
KH6GDN,3,2000-06-23T00:00:00+00:00,2002-08-24T23:59:59+00:00
AL7QS,3,1998-03-20T00:00:00+00:00,1998-11-15T23:59:59+00:00
NP3QT,3,2007-11-28T00:00:00+00:00,2008-06-23T23:59:59+00:00
KH6HOW,3,1981-02-27T00:00:00+00:00,1984-12-27T23:59:59+00:00
KH6IEG,3,1985-10-29T00:00:00+00:00,2015-06-29T23:59:59+00:00
KH6PW,3,2005-07-01T00:00:00+00:00,2005-07-19T23:59:59+00:00
AL7GI,3,2002-06-10T00:00:00+00:00,2005-02-24T23:59:59+00:00
KH2LW,3,1999-12-13T00:00:00+00:00,2005-09-16T23:59:59+00:00
WB8JET/CS,3,1993-02-24T00:00:00+00:00,1993-02-24T23:59:59+00:00
WB7VZI/CS,3,1987-07-14T00:00:00+00:00,1987-07-14T23:59:59+00:00
WB8JET,3,1981-02-27T00:00:00+00:00,2000-07-06T23:59:59+00:00
KH7QT,3,2010-09-23T00:00:00+00:00,2011-05-18T23:59:59+00:00
WH6OI,3,2007-09-21T00:00:00+00:00,2008-11-21T23:59:59+00:00
KH6XH,3,1985-03-29T00:00:00+00:00,1995-09-10T23:59:59+00:00
KL7OA,3,2012-08-26T00:00:00+00:00,2015-09-29T23:59:59+00:00
W4PPA,3,2010-06-01T00:00:00+00:00,2015-09-16T23:59:59+00:00
AH6EI,3,1987-12-08T00:00:00+00:00,2007-06-26T23:59:59+00:00
AH6RI,3,2004-05-17T00:00:00+00:00,2012-06-16T23:59:59+00:00
WP4LGN,3,2000-12-08T00:00:00+00:00,2001-01-18T23:59:59+00:00
NP4JV,3,2001-02-14T00:00:00+00:00,2011-09-14T23:59:59+00:00
AH0AX,3,1998-10-13T00:00:00+00:00,1999-07-22T23:59:59+00:00
AH0AX,3,2005-09-23T00:00:00+00:00,2015-10-15T23:59:59+00:00
WL7GV,3,2003-01-21T00:00:00+00:00,2015-10-09T23:59:59+00:00
WL7CW,3,2004-02-13T00:00:00+00:00,2008-10-19T23:59:59+00:00
KE4GNW,3,2003-08-18T00:00:00+00:00,2011-08-21T23:59:59+00:00
KA6FTL/SF,3,1981-08-09T00:00:00+00:00,1981-12-12T23:59:59+00:00
KA6DYI/SF,3,1980-04-13T00:00:00+00:00,1980-04-13T23:59:59+00:00
KA6LGX/SF,3,1981-07-11T00:00:00+00:00,1981-07-12T23:59:59+00:00
KA6NWQ/SF,3,1981-02-28T00:00:00+00:00,1981-02-28T23:59:59+00:00
KA6PLO/SF,3,1981-05-18T00:00:00+00:00,1981-05-18T23:59:59+00:00
KA6WDF/SF,3,1983-05-06T00:00:00+00:00,1983-05-06T23:59:59+00:00
KQ6OB/SF,3,2005-10-09T00:00:00+00:00,2005-10-09T23:59:59+00:00
W6OAT/SF,3,2003-10-05T00:00:00+00:00,2003-10-05T23:59:59+00:00
WA6VDJ/SF,3,1977-03-26T00:00:00+00:00,1977-03-26T23:59:59+00:00
WA6PAK/SF,3,1977-03-21T00:00:00+00:00,1977-03-21T23:59:59+00:00
WB6DWV/SF,3,1977-12-01T00:00:00+00:00,1977-12-01T23:59:59+00:00
WB6LUJ/SF,3,1977-05-16T00:00:00+00:00,1977-05-16T23:59:59+00:00
WB6ZPO/SF,3,1979-06-22T00:00:00+00:00,1979-06-22T23:59:59+00:00
WB7AZO/SF,3,1978-05-07T00:00:00+00:00,1978-05-07T23:59:59+00:00
WB7QQB/SF,3,1977-08-29T00:00:00+00:00,1977-08-29T23:59:59+00:00
WD6BMX/SF,3,1977-10-15T00:00:00+00:00,1977-10-15T23:59:59+00:00
WD6HYU/CG,3,1979-12-08T00:00:00+00:00,1979-12-08T23:59:59+00:00
KC7ZUX/AT,3,1999-03-09T00:00:00+00:00,1999-03-09T23:59:59+00:00
KC6FZU/AT,3,1990-12-09T00:00:00+00:00,1990-12-09T23:59:59+00:00
W7WZJ/DV,3,1981-11-16T00:00:00+00:00,1981-11-16T23:59:59+00:00
W6LD/PA,3,1977-09-24T00:00:00+00:00,1977-09-25T23:59:59+00:00
WD6GET/PA,3,1980-09-20T00:00:00+00:00,1980-09-20T23:59:59+00:00
WB6MLB/SD,3,1978-01-25T00:00:00+00:00,1978-01-25T23:59:59+00:00
K6SAD/SD,3,1978-09-21T00:00:00+00:00,1978-09-21T23:59:59+00:00
KA7KBC/SD,3,1982-03-07T00:00:00+00:00,1982-03-07T23:59:59+00:00
WB7VGH/ST,3,1978-06-21T00:00:00+00:00,1978-06-21T23:59:59+00:00
WB7VRA/ST,3,1979-02-28T00:00:00+00:00,1979-02-28T23:59:59+00:00
N7ACJ/ST,3,1979-10-10T00:00:00+00:00,1979-10-10T23:59:59+00:00
KA7GCZ/ST,3,1980-06-07T00:00:00+00:00,1980-06-07T23:59:59+00:00
N7BER/ST,3,1980-08-13T00:00:00+00:00,1980-08-13T23:59:59+00:00
K7TVO/ST,3,1981-05-10T00:00:00+00:00,1981-05-10T23:59:59+00:00
KC6RKO/TP,3,1992-08-16T00:00:00+00:00,1992-08-16T23:59:59+00:00
KA6HTR/HL,3,1981-11-30T00:00:00+00:00,1981-11-30T23:59:59+00:00
N7AZM/ST,3,1980-08-26T00:00:00+00:00,1980-08-26T23:59:59+00:00
AH6U,3,2006-10-27T00:00:00+00:00,2013-05-06T23:59:59+00:00
WB7PGQ/PO,3,1977-04-29T00:00:00+00:00,1977-04-29T23:59:59+00:00
WB7OEE/PO,3,1977-05-03T00:00:00+00:00,1977-05-03T23:59:59+00:00
K7OOZ/PO,3,1978-01-22T00:00:00+00:00,1978-01-22T23:59:59+00:00
N7BZI/PO,3,1980-11-30T00:00:00+00:00,1980-11-30T23:59:59+00:00
W7CPK/PO,3,1981-07-11T00:00:00+00:00,1981-07-11T23:59:59+00:00
K6DIU/LB,3,1977-04-25T00:00:00+00:00,1977-04-25T23:59:59+00:00
WB7PXR/LB,3,1977-07-31T00:00:00+00:00,1977-07-31T23:59:59+00:00
WA6FVR/LB,3,1977-10-02T00:00:00+00:00,1977-10-02T23:59:59+00:00
WA6SYR/LB,3,1978-02-18T00:00:00+00:00,1978-02-18T23:59:59+00:00
K6VEF/LB,3,1978-04-19T00:00:00+00:00,1978-04-19T23:59:59+00:00
WB7OJS/LB,3,1978-04-28T00:00:00+00:00,1978-04-28T23:59:59+00:00
WB7UFG/LB,3,1979-01-28T00:00:00+00:00,1979-01-28T23:59:59+00:00
KA7CAY/LB,3,1979-02-13T00:00:00+00:00,1979-02-13T23:59:59+00:00
WD6CEK/LB,3,1979-04-05T00:00:00+00:00,1979-04-05T23:59:59+00:00
KA7DWR/LB,3,1979-12-08T00:00:00+00:00,1979-12-08T23:59:59+00:00
WA6QIC/LB,3,1980-04-06T00:00:00+00:00,1980-04-06T23:59:59+00:00
W6TOG/LB,3,1980-05-27T00:00:00+00:00,1980-05-27T23:59:59+00:00
WD6GKI/LB,3,1981-04-10T00:00:00+00:00,1981-04-10T23:59:59+00:00
KA7FEB/LB,3,1981-05-08T00:00:00+00:00,1981-05-08T23:59:59+00:00
KA6PMN/LB,3,1982-03-13T00:00:00+00:00,1982-03-13T23:59:59+00:00
KA6YSX/LB,3,1983-03-17T00:00:00+00:00,1983-03-17T23:59:59+00:00
